# 2024.11.28 created by TopoDroid v 6.2.86
# Plöm_plöm
# from to tape compass clino extend flags (declination undefined)
# units tape meters compass clino degrees
Plm0@Plöm_plöm,-,0.19,2.2,5.7,,,
Plm0@Plöm_plöm,-,0.53,297.8,82.5,,,
Plm0@Plöm_plöm,Plm1@Plöm_plöm,3.82,281.1,0.2,-1,,
Plm1@Plöm_plöm,-,0.68,308.0,-3.5,,,
Plm1@Plöm_plöm,-,2.29,319.2,36.2,,,
Plm1@Plöm_plöm,-,2.02,327.3,46.9,,,
Plm1@Plöm_plöm,-,2.36,350.0,65.5,,,
Plm1@Plöm_plöm,-,4.17,9.8,74.6,,,
Plm1@Plöm_plöm,-,6.56,44.8,78.8,,,
Plm1@Plöm_plöm,-,2.68,45.2,86.7,,,
Plm1@Plöm_plöm,-,1.35,257.1,76.9,,,
Plm1@Plöm_plöm,-,0.92,278.4,66.4,,,
Plm1@Plöm_plöm,-,0.99,93.0,49.8,,,
Plm1@Plöm_plöm,-,0.86,108.3,16.3,,,
Plm1@Plöm_plöm,-,0.88,106.5,-25.4,,,
Plm1@Plöm_plöm,-,1.44,88.2,3.3,,,
Plm1@Plöm_plöm,-,0.88,63.1,3.0,,,
Plm1@Plöm_plöm,-,3.28,356.9,-82.0,,,
Plm1@Plöm_plöm,-,3.37,316.6,-76.7,,,
Plm1@Plöm_plöm,-,1.85,324.4,-67.1,,,
Plm1@Plöm_plöm,-,1.01,320.8,-53.1,,,
Plm1@Plöm_plöm,-,0.81,86.3,-73.4,,,
Plm1@Plöm_plöm,-,1.86,66.7,-81.9,,,
Plm1@Plöm_plöm,-,3.84,276.4,-87.2,,,
Plm1@Plöm_plöm,-,2.72,42.4,-77.0,,,
Plm1@Plöm_plöm,-,1.71,48.7,-56.3,,,
Plm1@Plöm_plöm,-,1.77,19.8,-38.6,,,
Plm1@Plöm_plöm,Plm2@Plöm_plöm,0.89,333.9,-43.5,1,,
Plm2@Plöm_plöm,-,3.74,212.5,-42.6,,,
Plm2@Plöm_plöm,-,2.36,210.7,-24.9,,,
Plm2@Plöm_plöm,-,2.16,209.4,-8.7,,,
Plm2@Plöm_plöm,-,2.44,206.2,7.1,,,
Plm2@Plöm_plöm,-,2.61,200.5,29.6,,,
Plm2@Plöm_plöm,-,2.98,193.7,45.5,,,
Plm2@Plöm_plöm,-,1.92,184.1,65.0,,,
Plm2@Plöm_plöm,-,4.14,161.5,71.4,,,
Plm2@Plöm_plöm,-,10.96,84.7,80.7,,,
Plm2@Plöm_plöm,-,4.06,57.7,73.2,,,
Plm2@Plöm_plöm,-,0.39,215.9,-47.0,,,
Plm2@Plöm_plöm,-,2.92,210.4,-54.9,,,
Plm2@Plöm_plöm,-,3.00,213.1,-57.2,,,
Plm2@Plöm_plöm,-,5.97,210.8,-68.7,,,
Plm2@Plöm_plöm,-,4.47,209.9,-66.7,,,
Plm2@Plöm_plöm,-,3.89,211.0,-57.8,,,
Plm2@Plöm_plöm,-,2.36,179.5,-68.3,,,
Plm2@Plöm_plöm,-,1.60,178.2,-52.7,,,
Plm2@Plöm_plöm,-,0.96,164.5,-27.0,,,
Plm2@Plöm_plöm,-,1.54,141.0,22.5,,,
Plm2@Plöm_plöm,-,2.72,115.9,21.1,,,
Plm2@Plöm_plöm,-,1.15,92.6,12.6,,,
Plm2@Plöm_plöm,-,6.72,59.7,73.6,,,
Plm2@Plöm_plöm,-,5.94,45.6,60.6,,,
Plm2@Plöm_plöm,-,4.13,48.0,53.7,,,
Plm2@Plöm_plöm,-,1.65,37.5,23.1,,,
Plm2@Plöm_plöm,-,2.18,52.5,10.8,,,
Plm2@Plöm_plöm,-,1.26,76.4,6.8,,,
Plm2@Plöm_plöm,-,1.74,94.9,37.0,,,
Plm2@Plöm_plöm,-,1.08,109.2,15.1,,,
Plm2@Plöm_plöm,-,1.24,96.7,-40.9,,,
Plm2@Plöm_plöm,-,2.10,82.6,-50.5,,,
Plm2@Plöm_plöm,-,1.25,35.3,-67.1,,,
Plm2@Plöm_plöm,-,2.68,58.7,-27.6,,,
Plm2@Plöm_plöm,-,3.25,56.1,-21.0,,,
Plm2@Plöm_plöm,-,1.93,48.5,-20.3,,,
Plm2@Plöm_plöm,-,3.87,52.4,-18.1,,,
Plm2@Plöm_plöm,-,4.96,51.2,-17.2,,,
Plm2@Plöm_plöm,-,4.81,52.2,-20.7,,,
Plm2@Plöm_plöm,-,2.68,26.8,-89.0,,,
Plm2@Plöm_plöm,-,2.25,112.2,-70.2,,,
Plm2@Plöm_plöm,-,2.14,92.9,-63.8,,,
Plm2@Plöm_plöm,-,2.12,57.0,-57.8,,,
Plm2@Plöm_plöm,-,2.35,76.9,-39.7,,,
Plm2@Plöm_plöm,-,0.48,157.9,6.9,,,
Plm2@Plöm_plöm,Plm3@Plöm_plöm,2.29,210.6,-51.2,-1,,
Plm3@Plöm_plöm,-,1.18,232.2,30.6,,,
Plm3@Plöm_plöm,-,1.06,233.4,31.0,,,
Plm3@Plöm_plöm,-,1.33,229.8,13.3,,,
Plm3@Plöm_plöm,-,2.16,226.0,-0.4,,,
Plm3@Plöm_plöm,-,2.20,226.9,-13.6,,,
Plm3@Plöm_plöm,-,2.06,225.1,-26.8,,,
Plm3@Plöm_plöm,-,2.13,224.5,-39.1,,,
Plm3@Plöm_plöm,-,0.56,202.4,-59.2,,,
Plm3@Plöm_plöm,-,2.24,207.1,-73.2,,,
Plm3@Plöm_plöm,-,8.96,210.3,-81.1,,,
Plm3@Plöm_plöm,-,4.13,165.1,-87.9,,,
Plm3@Plöm_plöm,-,8.34,165.5,-85.5,,,
Plm3@Plöm_plöm,-,0.31,236.4,-2.4,,,
Plm3@Plöm_plöm,-,1.31,232.5,0.2,,,
Plm3@Plöm_plöm,-,1.66,224.3,-4.2,,,
Plm3@Plöm_plöm,-,0.62,213.9,-2.0,,,
Plm3@Plöm_plöm,-,0.39,183.0,-36.7,,,
Plm3@Plöm_plöm,-,0.54,114.9,-67.4,,,
Plm3@Plöm_plöm,-,0.69,82.2,-49.3,,,
Plm3@Plöm_plöm,-,1.56,50.4,-68.4,,,
Plm3@Plöm_plöm,-,1.50,21.5,-70.4,,,
Plm3@Plöm_plöm,-,0.41,300.9,-74.7,,,
Plm3@Plöm_plöm,-,1.90,60.8,88.0,,,
Plm3@Plöm_plöm,-,3.63,44.7,80.9,,,
Plm3@Plöm_plöm,-,8.96,50.1,70.4,,,
Plm3@Plöm_plöm,-,7.42,50.3,70.2,,,
Plm3@Plöm_plöm,-,6.34,45.0,54.1,,,
Plm3@Plöm_plöm,-,4.23,50.3,27.4,,,
Plm3@Plöm_plöm,-,4.44,44.6,11.8,,,
Plm3@Plöm_plöm,-,2.38,47.0,1.1,,,
Plm3@Plöm_plöm,-,1.24,40.1,-40.3,,,
Plm3@Plöm_plöm,-,1.63,41.3,-61.2,,,
Plm3@Plöm_plöm,-,2.12,45.1,-78.1,,,
Plm3@Plöm_plöm,-,2.64,70.5,-87.0,,,
Plm3@Plöm_plöm,-,4.60,187.2,-86.7,,,
Plm3@Plöm_plöm,-,1.33,63.2,10.5,,,
Plm3@Plöm_plöm,-,4.01,54.3,33.0,,,
Plm3@Plöm_plöm,-,2.15,62.6,39.9,,,
Plm3@Plöm_plöm,-,1.50,72.1,46.5,,,
Plm3@Plöm_plöm,-,1.41,59.8,17.4,,,
Plm3@Plöm_plöm,-,0.90,30.7,14.9,,,
Plm3@Plöm_plöm,-,2.14,37.7,15.3,,,
Plm3@Plöm_plöm,-,4.33,40.5,42.2,,,
Plm3@Plöm_plöm,-,6.44,41.0,56.1,,,
Plm3@Plöm_plöm,-,4.56,23.9,69.1,,,
Plm3@Plöm_plöm,-,1.29,330.4,-77.4,,,
Plm3@Plöm_plöm,-,2.25,254.0,-81.1,,,
Plm3@Plöm_plöm,-,5.02,224.3,-72.5,,,
Plm3@Plöm_plöm,-,1.63,191.6,-81.8,,,
Plm3@Plöm_plöm,-,2.10,71.4,-77.4,,,
Plm2@Plöm_plöm,Plm4@Plöm_plöm,2.12,58.5,-18.1,1,,
Plm2@Plöm_plöm,Plm5@Plöm_plöm,2.33,124.9,70.1,1,,
Plm5@Plöm_plöm,-,3.23,226.1,-14.0,,,
Plm5@Plöm_plöm,-,3.11,222.9,-5.8,,,
Plm5@Plöm_plöm,-,1.87,222.1,7.6,,,
Plm5@Plöm_plöm,-,2.23,215.8,30.6,,,
Plm5@Plöm_plöm,-,2.18,209.0,44.7,,,
Plm5@Plöm_plöm,-,2.34,207.8,62.6,,,
Plm5@Plöm_plöm,-,3.01,213.9,81.3,,,
Plm5@Plöm_plöm,-,3.95,20.8,88.8,,,
Plm5@Plöm_plöm,-,7.52,54.3,80.1,,,
Plm5@Plöm_plöm,-,6.22,50.4,79.4,,,
Plm5@Plöm_plöm,-,4.21,33.4,74.2,,,
Plm5@Plöm_plöm,-,4.86,31.0,68.1,,,
Plm5@Plöm_plöm,-,5.38,32.9,59.4,,,
Plm5@Plöm_plöm,-,5.50,28.6,54.1,,,
Plm5@Plöm_plöm,-,4.22,28.7,49.9,,,
Plm5@Plöm_plöm,-,3.65,23.1,40.2,,,
Plm5@Plöm_plöm,-,1.90,9.4,24.2,,,
Plm5@Plöm_plöm,-,2.13,11.2,-17.0,,,
Plm5@Plöm_plöm,-,2.53,12.2,-32.3,,,
Plm5@Plöm_plöm,-,2.35,12.9,-48.6,,,
Plm5@Plöm_plöm,-,3.99,30.8,-55.0,,,
Plm5@Plöm_plöm,-,6.68,33.7,-52.1,,,
Plm5@Plöm_plöm,-,4.12,33.7,-62.8,,,
Plm5@Plöm_plöm,-,4.13,25.9,-77.3,,,
Plm5@Plöm_plöm,-,4.79,310.6,-79.9,,,
Plm5@Plöm_plöm,-,5.58,248.3,-76.9,,,
Plm5@Plöm_plöm,-,2.29,166.1,70.9,,,
Plm5@Plöm_plöm,-,2.61,46.4,60.0,,,
Plm5@Plöm_plöm,-,3.58,32.3,44.8,,,
Plm5@Plöm_plöm,-,1.11,359.8,10.6,,,
Plm5@Plöm_plöm,-,1.02,335.6,10.3,,,
Plm5@Plöm_plöm,-,0.96,315.3,10.2,,,
Plm5@Plöm_plöm,-,1.00,306.0,50.1,,,
Plm5@Plöm_plöm,-,2.25,322.6,69.9,,,
Plm5@Plöm_plöm,-,0.41,277.5,7.3,,,
Plm5@Plöm_plöm,-,1.60,296.8,-28.3,,,
Plm5@Plöm_plöm,-,1.68,295.0,-28.0,,,
Plm5@Plöm_plöm,-,1.87,318.6,-18.1,,,
Plm5@Plöm_plöm,-,1.87,306.1,-56.8,,,
Plm5@Plöm_plöm,-,4.89,278.0,-86.2,,,
Plm5@Plöm_plöm,-,1.08,102.2,-71.4,,,
Plm5@Plöm_plöm,-,1.55,51.2,-64.2,,,
Plm5@Plöm_plöm,-,1.87,329.6,-60.2,,,
Plm5@Plöm_plöm,-,1.75,352.0,-32.2,,,
Plm5@Plöm_plöm,-,0.42,3.2,-11.6,,,
Plm5@Plöm_plöm,-,2.06,8.4,-18.0,,,
Plm5@Plöm_plöm,-,0.90,30.0,-31.1,,,
Plm5@Plöm_plöm,-,1.81,40.5,-57.2,,,
Plm5@Plöm_plöm,-,1.75,49.8,-75.2,,,
Plm5@Plöm_plöm,-,2.17,123.0,-81.2,,,
Plm5@Plöm_plöm,-,4.08,30.5,-74.0,,,
Plm5@Plöm_plöm,-,5.51,266.0,-83.2,,,
Plm5@Plöm_plöm,-,3.22,39.0,-57.3,,,
Plm5@Plöm_plöm,-,0.17,24.5,-50.1,,,
Plm5@Plöm_plöm,-,6.00,34.2,-51.5,,,
Plm5@Plöm_plöm,Plm6@Plöm_plöm,2.42,5.0,81.3,1,,
Plm6@Plöm_plöm,-,0.99,222.8,32.3,,,
Plm6@Plöm_plöm,-,1.20,224.1,12.9,,,
Plm6@Plöm_plöm,-,1.72,224.7,-7.4,,,
Plm6@Plöm_plöm,-,1.94,219.9,-24.9,,,
Plm6@Plöm_plöm,-,2.11,216.8,-34.7,,,
Plm6@Plöm_plöm,-,1.88,214.5,-46.6,,,
Plm6@Plöm_plöm,-,1.73,210.8,-54.7,,,
Plm6@Plöm_plöm,-,2.93,228.8,-72.3,,,
Plm6@Plöm_plöm,-,6.34,260.7,-77.8,,,
Plm6@Plöm_plöm,-,6.55,285.3,-80.8,,,
Plm6@Plöm_plöm,-,5.92,333.7,-81.4,,,
Plm6@Plöm_plöm,-,4.56,354.3,-71.5,,,
Plm6@Plöm_plöm,-,3.07,9.4,-58.7,,,
Plm6@Plöm_plöm,-,4.80,356.1,-73.8,,,
Plm6@Plöm_plöm,-,6.19,4.2,-81.3,,,
Plm6@Plöm_plöm,-,1.67,17.1,-57.4,,,
Plm6@Plöm_plöm,-,2.82,22.1,-36.2,,,
Plm6@Plöm_plöm,-,2.47,26.1,-21.1,,,
Plm6@Plöm_plöm,-,2.71,30.6,-5.5,,,
Plm6@Plöm_plöm,-,3.08,28.0,6.9,,,
Plm6@Plöm_plöm,-,3.28,26.5,16.7,,,
Plm6@Plöm_plöm,-,4.61,26.2,28.8,,,
Plm6@Plöm_plöm,-,4.43,26.3,32.6,,,
Plm6@Plöm_plöm,-,4.27,29.7,43.6,,,
Plm6@Plöm_plöm,-,0.69,27.1,48.8,,,
Plm6@Plöm_plöm,-,2.56,31.6,59.8,,,
Plm6@Plöm_plöm,-,3.24,28.5,70.1,,,
Plm6@Plöm_plöm,-,1.59,259.8,86.5,,,
Plm6@Plöm_plöm,-,3.54,44.3,79.7,,,
Plm6@Plöm_plöm,-,4.64,41.2,74.5,,,
Plm6@Plöm_plöm,-,4.03,45.2,78.2,,,
Plm6@Plöm_plöm,-,1.08,184.7,-70.8,,,
Plm6@Plöm_plöm,-,0.27,294.4,15.5,,,
Plm6@Plöm_plöm,-,0.98,337.3,6.3,,,
Plm6@Plöm_plöm,-,1.11,10.2,-8.4,,,
Plm6@Plöm_plöm,-,2.46,25.0,-6.3,,,
Plm6@Plöm_plöm,-,2.66,30.7,-5.8,,,
Plm6@Plöm_plöm,-,1.07,36.5,-4.3,,,
Plm6@Plöm_plöm,-,0.62,55.4,2.8,,,
Plm6@Plöm_plöm,-,1.54,127.6,-78.1,,,
Plm6@Plöm_plöm,-,1.11,289.0,-69.7,,,
Plm6@Plöm_plöm,-,3.47,318.3,-68.1,,,
Plm6@Plöm_plöm,-,6.50,301.7,-86.4,,,
Plm6@Plöm_plöm,-,4.23,283.7,-76.5,,,
Plm6@Plöm_plöm,-,6.08,23.6,-78.7,,,
Plm6@Plöm_plöm,-,3.35,330.0,-68.3,,,
Plm6@Plöm_plöm,-,2.82,16.0,-47.6,,,
Plm6@Plöm_plöm,-,1.33,29.6,-42.7,,,
Plm6@Plöm_plöm,-,1.38,4.5,44.5,,,
Plm6@Plöm_plöm,-,1.28,16.7,14.6,,,
Plm6@Plöm_plöm,-,2.64,29.7,21.2,,,
Plm6@Plöm_plöm,-,1.21,3.3,49.8,,,
Plm6@Plöm_plöm,-,1.30,336.3,65.6,,,
Plm6@Plöm_plöm,-,2.55,343.5,76.8,,,
Plm6@Plöm_plöm,-,2.99,22.3,71.1,,,
Plm6@Plöm_plöm,-,2.82,39.6,71.1,,,
Plm6@Plöm_plöm,Plm7@Plöm_plöm,2.91,43.0,72.4,1,,
Plm7@Plöm_plöm,-,0.49,301.3,-30.9,,,
Plm7@Plöm_plöm,-,0.91,281.5,-34.6,,,
Plm7@Plöm_plöm,-,0.59,331.0,-50.0,,,
Plm7@Plöm_plöm,-,4.54,358.6,-72.0,,,
Plm7@Plöm_plöm,-,5.06,357.4,-75.7,,,
Plm7@Plöm_plöm,-,1.00,222.3,-44.4,,,
Plm7@Plöm_plöm,-,0.40,257.7,-38.8,,,
Plm7@Plöm_plöm,-,0.72,205.3,-61.9,,,
Plm7@Plöm_plöm,-,0.73,217.3,-35.2,,,
Plm7@Plöm_plöm,-,1.79,236.4,-54.9,,,
Plm7@Plöm_plöm,-,2.07,354.9,-75.2,,,
Plm7@Plöm_plöm,-,0.36,153.5,17.2,,,
Plm7@Plöm_plöm,-,0.50,176.4,24.8,,,
Plm7@Plöm_plöm,-,0.37,254.3,60.5,,,
Plm7@Plöm_plöm,-,0.61,220.3,26.9,,,
Plm7@Plöm_plöm,-,0.41,265.2,-6.9,,,
Plm7@Plöm_plöm,-,0.89,173.1,70.8,,,
Plm7@Plöm_plöm,-,3.59,143.8,86.3,,,
Plm7@Plöm_plöm,-,3.30,69.9,77.6,,,
Plm7@Plöm_plöm,-,2.94,60.5,66.9,,,
Plm7@Plöm_plöm,-,3.05,51.9,54.4,,,
Plm7@Plöm_plöm,-,2.70,47.8,45.7,,,
Plm7@Plöm_plöm,-,0.89,20.5,47.5,,,
Plm7@Plöm_plöm,-,0.48,345.7,63.4,,,
Plm7@Plöm_plöm,-,0.52,129.4,26.5,,,
Plm7@Plöm_plöm,-,0.45,178.6,17.6,,,
Plm7@Plöm_plöm,-,0.49,212.6,13.9,,,
Plm7@Plöm_plöm,-,0.53,240.3,13.6,,,
Plm7@Plöm_plöm,-,0.61,237.0,13.2,,,
Plm7@Plöm_plöm,-,0.92,23.3,69.5,,,
Plm7@Plöm_plöm,-,1.34,42.7,47.8,,,
Plm7@Plöm_plöm,-,1.94,48.1,31.1,,,
Plm7@Plöm_plöm,-,1.59,99.1,68.5,,,
Plm7@Plöm_plöm,-,2.02,164.8,79.3,,,
Plm7@Plöm_plöm,-,3.56,148.7,84.2,,,
Plm7@Plöm_plöm,-,3.22,60.8,67.1,,,
Plm7@Plöm_plöm,-,2.69,56.5,65.9,,,
Plm7@Plöm_plöm,-,0.91,23.3,70.1,,,
Plm7@Plöm_plöm,-,0.70,302.7,83.4,,,
Plm7@Plöm_plöm,-,0.58,138.5,60.6,,,
Plm7@Plöm_plöm,Plm8@Plöm_plöm,3.18,101.1,83.5,1,,
Plm6@Plöm_plöm,Plm9@Plöm_plöm,3.25,27.5,33.7,1,,
Plm9@Plöm_plöm,-,1.14,163.5,72.1,,,
Plm9@Plöm_plöm,-,1.08,191.0,43.2,,,
Plm9@Plöm_plöm,-,1.41,192.1,12.6,,,
Plm9@Plöm_plöm,-,0.26,220.4,-7.3,,,
Plm9@Plöm_plöm,-,0.62,222.8,-38.0,,,
Plm9@Plöm_plöm,-,3.71,205.4,-54.2,,,
Plm9@Plöm_plöm,-,2.60,223.1,-62.1,,,
Plm9@Plöm_plöm,-,4.48,208.3,-50.5,,,
Plm9@Plöm_plöm,-,1.15,160.4,74.7,,,
Plm9@Plöm_plöm,-,0.58,0.4,76.5,,,
Plm9@Plöm_plöm,-,0.66,17.7,38.0,,,
Plm9@Plöm_plöm,-,1.36,12.4,14.2,,,
Plm9@Plöm_plöm,-,2.04,11.7,23.1,,,
Plm9@Plöm_plöm,-,1.05,359.9,-20.0,,,
Plm9@Plöm_plöm,-,0.43,347.3,-55.7,,,
Plm9@Plöm_plöm,-,0.54,263.8,-73.4,,,
Plm9@Plöm_plöm,-,0.70,235.4,-64.0,,,
Plm9@Plöm_plöm,-,2.12,224.8,-55.6,,,
Plm9@Plöm_plöm,-,0.60,241.5,-38.7,,,
Plm9@Plöm_plöm,-,0.63,193.2,-55.4,,,
Plm9@Plöm_plöm,-,1.35,191.2,-43.6,,,
Plm9@Plöm_plöm,-,0.50,194.1,-65.4,,,
Plm9@Plöm_plöm,-,0.43,333.8,-74.9,,,
Plm9@Plöm_plöm,-,0.87,265.2,5.1,,,
Plm9@Plöm_plöm,-,1.32,281.5,3.7,,,
Plm9@Plöm_plöm,-,3.39,283.8,0.9,,,
Plm9@Plöm_plöm,-,1.20,286.2,22.1,,,
Plm9@Plöm_plöm,-,0.82,287.4,48.8,,,
Plm9@Plöm_plöm,-,0.64,260.2,77.7,,,
Plm9@Plöm_plöm,-,1.63,50.7,58.3,,,
Plm9@Plöm_plöm,-,1.99,2.9,24.8,,,
Plm9@Plöm_plöm,-,1.47,16.1,15.6,,,
Plm9@Plöm_plöm,-,0.90,38.0,26.5,,,
Plm9@Plöm_plöm,-,2.39,348.9,15.8,,,
Plm9@Plöm_plöm,-,2.81,336.3,20.2,,,
Plm9@Plöm_plöm,-,3.00,311.6,22.3,,,
Plm9@Plöm_plöm,-,3.10,311.0,6.2,,,
Plm9@Plöm_plöm,-,3.42,298.5,6.5,,,
Plm9@Plöm_plöm,-,3.60,296.2,7.9,,,
Plm9@Plöm_plöm,-,3.35,299.8,3.8,,,
Plm9@Plöm_plöm,-,3.13,309.5,3.7,,,
Plm9@Plöm_plöm,-,1.05,325.6,-9.2,,,
Plm9@Plöm_plöm,-,2.42,310.6,-0.3,,,
Plm9@Plöm_plöm,-,2.82,319.6,12.1,,,
Plm9@Plöm_plöm,-,1.17,352.0,4.9,,,
Plm9@Plöm_plöm,-,2.08,359.7,25.4,,,
Plm9@Plöm_plöm,-,3.61,289.7,4.1,,,
Plm9@Plöm_plöm,-,3.18,304.0,8.0,,,
Plm9@Plöm_plöm,-,3.65,287.9,2.0,,,
Plm9@Plöm_plöm,-,2.08,303.5,22.9,,,
Plm9@Plöm_plöm,-,2.93,303.6,22.7,,,
Plm9@Plöm_plöm,Plm10@Plöm_plöm,2.09,303.5,22.9,-1,,
Plm10@Plöm_plöm,-,1.82,144.2,-36.3,,,
Plm10@Plöm_plöm,-,2.60,134.1,-33.2,,,
Plm10@Plöm_plöm,-,2.14,128.1,-20.3,,,
